content,label
"Read about your band in some local page
Didn't mention your name, didn't mention your name
Sweet Georgia breezes: safe, cool and warm
I headed up north, you headed north

On and on and on and on
What side are you on?
On and on and on and on
What side are you on?

Weary voice that's laughin', on the radio once
We sounded drunk, never made it on
Passin' through and it's late, the station started to fade
Picked another one up in the very next state

On and on and on and on
What side are you on?
On and on and on and on and...

Pretty girl keep growin' up, playin' make-up, wearin' guitar
Growin' old in a bar, ya grow old in a bar
Headed out to San Francisco, definitely not L.A
Didn't mention your name, didn't mention your name

And if I don't see ya in a long, long while
I'll try to find you
Left of the dial",0
"The Gardener LXIV: I Spent My Day 

I spent my day on the scorching
hot dust of the road.
Now, in the cool of the evening, I
knock at the door of the inn. It is 
deserted and in ruins.
A grim ashath tree spreads its 
hungry clutching roots through the
gaping fissures of the walls.
Days have been when wayfarers
came here to wash their weary feet.
They spread their mats in the 
courtyard in the dim light of the
early moon, and sat and talked of
strange lands.
They woke refreshed in the morning
when birds made them glad, and 
friendly flowers nodded their heads 
at them from the wayside.
But no lighted lamp awaited me
when I came here.
The black smudges of smoke left by
many a forgotten evening lamp stare,
like blind eyes, from the wall.
Fireflies flit in the bush near the
dried-up pond, and bamboo branches
fling their shadows on the grass-
grown path.
I am the guest of no one at the end
of my day.
The long night is before me, and I
am tired.
",0
"Never Stop

Never stop caring about the little things in life
Never stop dreaming or give into strife
Never stop wondering, are we on our own
Never stop thinking has your spirituality grown

Never stop building bridges that leads to better tomorrows
Never stop trying or give into sorrow
Never stop feeling amazed at the beauty that surrounds you
Never stop hearing the music or give into the blues

Never stop pushing away negative thoughts that make you feel sad
Never stop looking at the all the miracles we have had
Never stop loving the ones you hold dear
Never stop giving or give into the fear

Never stop smiling and look forward to each new day
Never stop shining in your own special way
Never forget that all storms will clear
Remember brighter tomorrows are always near


",1
"
Chain Of Pearls 

Mother, I shall weave a chain of pearls for thy neck 
with my tears of sorrow. 

The stars have wrought their anklets of light to deck thy feet, 
but mine will hang upon thy breast. 

Wealth and fame come from thee 
and it is for thee to give or to withhold them. 
But this my sorrow is absolutely mine own, 
and when I bring it to thee as my offering 
thou rewardest me with thy grace.",0
"Can you see like a child?
Can you see what I want?
I wanna run through your wicked garden
Heard that's the place to find ya
'Cause I'm alive
So alive now
I know the darkness blinds you
Can you see without eyes?
Can you speak without lies?
I wanna drink from your naked fountain
I can drown your sorrows
I'm gonna burn, burn you to life now
Out of the chains that bind you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground

Can you feel pain inside?
Can you love?
Can you cry?
I wanna run through your wicked garden
Heard that's the place to find you
Cause I'm alive
So alive now
Out of the dark that blinds you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground",0
"Running without aim
Through the razor weeds
That only reach my knees
And when I'm lying in the grey sleep
I don't know how to walk the boards
I open my eyes, and look at the floor
And now I don't see you anymore
There is no choice, we make a point
To counteract a threatening hand
Close my hold
Let's be near
Let's be near the atmosphere",0
"The Commission:
Uncle Paulie, P. Diddy, Cease-A-Leo DeGenero (yeahhh)
Charli Baltimore, Iceberg Slim
The most shady, Frankie Baby
We here (do you know what beef is?)
We ain't goin' nowhere (do you know what beef is?)
Uh-uh (ask yourself, do you know what beef is?)
Uh-uh, uhh

Ha ha ha ha ha, check out this bizarre
Rapper style used by me, the B.I.G
I put my key, you put your key in, money we'll be seein'
Will reach the fuckin' ceiling, check-check it
My Calico been cocked, this rap Alfred Hitchcock
Drop-top-notch, playa-hatin' gon' stop
This instant, rappers too persistent
Quick to spit Biggie name on shit, make my name taste
Like ass when you speak it, see me in the street
Your jewelry? You can keep it, that be our little secret
See me, B, that is, I that is, gee-whiz
Motherfuckers still in my biz
Don't they know my nigga Gutter fuckin' kidnap kids
Fuck 'em in the ass, throw 'em over the bridge
That's how it is, my shit is laid out
Fuck that ""beef"" shit, that shit is played out
Y'all got the gall, all I make is one phone call
All y'all disappear by tomorrow
All your guns is borrowed, I don't feel sorrow
Actually, your man passed the Gat to me, now check this

What's beef?
Beef is when you need two Gats to go to sleep
Beef is when your moms ain't safe up in the streets
Beef is when I see you
Guaranteed to be in ICU, one more time
What's beef?
Beef is when you make your enemies start your Jeep
Beef is when you roll no less than 30 deep
Beef is when I see you
Guaranteed to be in ICU, check it

I done smoked with the best of 'em (uh-huh)
Shot at the rest of 'em (Uh-huh)
Was about a hundred or more, maybe less of 'em
Got my rocks off, that nigga from the Brook just be
Wildin' on you, just be stylin' on you (you so crazy)
When I, tried to warn you but your eyes fucked up
Now I cleared them shits with hits
You on the fuckin' bench (mmm)
Pardon my French but, uh, sometimes I get kind of
Peeved at these weak MCs (don't stop)
With the supreme baller-like lyrics
I call 'em like I see 'em, G
Y'all niggas sound like me (yeah)
Y'all was grimy in the early 90s, far behind me
It ain't hard to find me
Number one with the Bui Ya Kah (Bui Ya Kah)
Give me the Remy and the chronic, ain't no tellin' what I do to ya
It's obvious the game's new to ya (New to ya)
Take them ends you make (Ehehe)
And spend 'em on a tutor, hah, one shot, I'm through with ya

What's beef?
Beef is when you need two Gats to go to sleep (Don't sleep)
Beef is when your moms ain't safe up in the streets (Ain't safe)
Beef is when I see you
Guaranteed to be in ICU (I see you), one more time
What's beef? (What's beef)
Beef is when you make your enemies start your Jeep (Start my Jeep)
Beef is when you roll no less than 30 deep (30 deep)
Beef is when I see you
Guaranteed to be in ICU, check it (I see you)

There'll be nothin' but smooth sailin' (sailin')
When I spit shots, now your crew's bailin' (bailin')
All I got is heat and tough talk for you (uh-huh)
Tie you up, cut your balls off just to use (oooh)
Man, listen, straight torture
Look what that slick shit bought ya
A first class ticket to Lucifer, real name Christopher
Watch me Set It Off like Vivica
Here lies your demise, close your eyes (uh-huh)
Think good thoughts, die while your skin start to glisten
Pale blue hands get cold: your soul's risen
It's bad cause I just begun
What make the shit real bad, I was havin' fun (ahaha!)

What's beef? (What's beef?)
Beef is when you need two Gats to go to sleep (Don't sleep)
Beef is when your moms ain't safe up in the streets (Ain't safe) Beef is when I see you
Guaranteed to be in ICU, one more time (I see you)
What's beef? (What's beef?)
Beef is when you make your enemies start your Jeep (Start my Jeep)
Beef is when you roll no less than 30 deep (30 deep)
Beef is when I see you (I see you)
Guaranteed to be in ICU, and I'm through

(Yeah, and I'm through)
Uhhh, uhhh
The life after
(Now ask yourself, do you really, know what beef is?)
Life after
(Then ask yourself)
Uhh (Do you really, want beef?)
Life after...
(Ahahaha! Yeah, I like that)
(Big Nash, Hitmen baby, on and on and on and on)
(Bad Boy)
(Y'all know what it is)
(Shit, I don't want no beef, ahaaa!)",0
"A Smile

A smile is just a Gesture,
That's made on one's face,
What if the knew,
All I needed was space?
I NEED to breathe,
NEED to get away,
Don't know how much longer,
I am here to stay.
We had such fun,
Used to laugh all day.
You said you wouldn't leave,
You said you would stay.
But know you are gone,
And I must force a smile,
Because you had told me,
It was just for a while.
Now we are leaving,
Leaving all our pasts here.
Ditching the friends and the family,
That have grown so dear.
You tell me to be happy,
To have fun for a while,
But how can I have fun,
When I can't find a smile?


",0
"The Inevitable End Coming Sooner than Expected

Tell me one reason why
I shouldn't do it
Jump from this building
Or tighten this noose
Swallow these pills,
or cut at my wrist,
Why shouldn't I?
Life is a ****
Why should I ""deal""?
Or try to get by
When all that I get is for me to cry
It can be over, ended, and done
If I jump, or I can be hung
My stomach is boiling with the vile of society
The cause for this bile coming out of me
For my image, does it matter though?
We all look the same when we meet our fate
",0
"Our love is unconditional, we knew it from the start
I see it in your eyes, you can feel it from my heart
From here on after let's stay the way we are right now
And share all the love and laughter that a lifetime will allow

I cross my heart and promise to
Give all I've got to give to make all your dreams come true
In all the world you'll never find a love as true as mine

You will always be the miracle that makes my life complete
And as long as there's a breath in me, I'll make yours just as sweet
As we look into the future, it's as far as we can see
So let's make each tomorrow be the best that it can be

I cross my heart and promise to
Give all I've got to give to make all your dreams come true
In all the world you'll never find a love as true as mine

And if along the way we find a day it starts to storm
You've got the promise of my love to keep you warm
In all the world you'll never find a love as true as mine
A love as true as mine",1
"The New Fake Me

The blade is cold
But not old

I didn’t go deep
I didn’t even weep

Just one cut is all I need
And my mind goes calm, while my cut bleeds

It was harmless but helped so much
I stopped being mad and such

No more angry thoughts went through my mind
Just fascination, everything else left behind

Is the start or the end?
All I know is I don’t want to disappoint my friend

Is it too late for me?
I thought I was getting better but I only pretended to be

The cut now stains my arm
Nothing big or deep, nothing to cause much harm

A cat scratch is what I’ll say
But I doubt people will see any day

They won’t see the real me and who I am
They won’t see my body is disconnected from my brain stem

I don’t want attention, I don’t deserve it
I play along with the world, but my candle is not lit

I’m a lost soul on this land
My minds drifting, my body sinking in sand

I’ve given up on people
It’s now me alone in my own steeple

I get so mad so quick
Like a switch on the wall, tense with every click

Maybe I’m only meant to be there for others
Don’t the daughters learn from the mothers?

Only my mother does not know me
She only sees who she wants to see

There’s no way her sweet child
Cut her arm to keep her mind from going wild

Do they realize their actions affect me so?
That sometimes they cause me to hit my low?

No they don’t, all they see is him
They can’t even see the pattern; my cups reached its brim.

He angers then he lies
To get people to take him back. I bet he even denies

The wrongs that he’s done
All because he thinks life is fun

But when will he see
That he’s just another wanna be

It’s possible I just don’t belong
There are parts of me I’ve discovered are gone

Like my patience to wait
I’m done waiting there’s nothing to debate

Once I’m of age you’ll barely see me
Once I get a car I’ll never be here to be

I witness to the yells or shouts
A witness to the pattern of oh okay and get out

A witness to tears and uproars
A witness to hurtful words and slamming doors

A witness to a father who’s confused
Because my mother is either okay or blowing a fuse

I’ll stop being the victim of being on the edge
Because I’ll stop being around, I won’t be on the ledge

I won’t be the victim of feeling guilty anymore
I won’t be the victim or witness anytime I walk out that door

Am I lost? That’s easy to say
Is there hope? We’ll see with each coming day.

My name does not matter all that matters is the story my friend
The one with a strong beginning, unclear middle, but no end.

It’s a screwed up world even a blind man could see
That to fake happiness you have to be who others expect you to be

",0
"Lover's Gifts LIV: In the Beginning of Time 

In the beginning of time, there rose from the churning of God's
dream two women. One is the dancer at the court of paradise, the
desired of men, she who laughs and plucks the minds of the wise
from their cold meditations and of fools from their emptiness; and
scatters them like seeds with careless hands in the extravagant
winds of March, in the flowering frenzy of May.
The other is the crowned queen of heaven, the mother, throned
on the fullness of golden autumn; she who in the harvest-time
brings straying hearts to the smile sweet as tears, the beauty deep
as the sea of silence, -brings them to the temple of the Unknown,
at the holy confluence of Life and Death.
",1
"Then into your life, there comes a darkness
There's a spacecraft blocking out the sky
And there's nowhere to hide
You run to the back and you cover your ears
But it's the loudest sound you've ever heard
And all we trapped rag doll cloth people
We are helpless to resist
Into our darkest hour

But it was just a laugh, just a laugh
Just a laugh, just a laugh
Even at this angle
And so we crumble
A ten ton head, made of wet sand
Oh, this dread circumference
You've gotta be kidding me
The grass grows over me
Your face in the glass, in the glass
It was just a laugh, just a laugh
It's whatever you say it is
In split infinity

Then into your life, there comes a darkness
And a spacecraft blocking out the sky
And there's nowhere to hide
You run to the back and you cover your ears
But it's the loudest sound you've ever heard
Into your darkest hour

When you've had enough of me
When you've had enough of me
Sweet darling
When you've had enough of me
When you've had enough of me
Sweet darling
Sweet times
Sweet darling
Sweet times",0
"Ron Browz, yes!
Oh, we back in the most amazin' way
Well, lemme introduce you to the new talk
Let's get straight to it
C'mon!

La ilaha illa Allah, ha la ili, hay yo
Hili b'Allah, hey, hili bay yo
We getting Arab money
We getting Arab money
Hala sheiki, ha lini falla
Mili ha lan shi inni mala
We getting Arab money
We getting Arab money

Now, there ain't no way that you could kill the beast dead
I got Middle East women and Middle East bread
I got oil well money in the desert playing golf
Dolce shorts, dashiki with a Louis Scarf
Chest cold, diamonds make a nigga wanna cough
In Dubai, 20 million on the villa loft
And then I step up in the club and then these other niggas mad as shit
The way I make the people wanna sing the hook in Arabic!

La ilaha illa Allah, ha la ili, hay yo
Hili b'Allah, hey, hili bay yo
We getting Arab money
We getting Arab money

Seven star hotels, Maybach, movie sick
Big bitches, knock-kneed camel-toed groupie shit
Women walk around while security on camelback
Club on fire now, niggas don't know how to act
Sittin' in casinos while I'm gamblin' with Arafat
Money long, watch me purchase pieces of the Almanac
Y'all already know, I got the streets buzzin'
While I make you bow down and make Salaat like a Muslim

La ilaha illa Allah, ha la ili, hay yo
Hili b'Allah, hey, hili bay yo
We getting Arab money
We getting Arab money

See, now I take trips to Baghdad dummy
While I use stacked chips and count Arab money now
I don't need to get fresh, about to grow a beard duke
So much cake even the money look weird too
Domestic bread, and I'm broad, I'm tryna eat right
Prince Al-Waleed bin Talal Al Saud
They respect the value of my worth in Mali, Malaysia
Iran and Iraq, Saudi Arabia!

La ilaha illa Allah, ha la ili, hay yo
Hili b'Allah, hey, hili bay yo
We getting Arab money
We getting Arab money",1
"Ivory Madonna, dying in the dust
Waiting for the manna coming from the west
Barren is her bosom, empty as her eyes
Death a certain harvest scattered from the skies
Skin and bones is creeping, doesn't know he's dead
Ancient eyes are peeping, from his infant head
Politicians argue sharpening their knives
Drawing up their bargains, trading baby lives

Ivory Madonna, dying in the dust
Waiting for the manna coming from the west
Hear the bells are ringing, Christmas on it's way
Hear the angels singing, what is that they say?
Eat and drink rejoicing, joy is hear to stay
Jesus son of Mary is born again today

Ivory Madonna, dying in the dust
Waiting for the manna coming from the west
Ivory Madonna, dying in the dust
Waiting for the manna coming from the west",0
"You can get it if you really want
You can get it if you really want
You can get it if you really want
But you must try, try and try, try and try
You'll succeed at last

Persecution you must fear
Win or lose you got to get your share
You've got your mind set on a dream
You can get it though hard it may seem now

You can get it if you really want
You can get it if you really want
You can get it if you really want
But you must try, try and try, try and try
You'll succeed at last
I know it, listen

Rome was not built in a day
Opposition will come your way
But the hotter the battle you see
Is the sweeter the victory now

You can get it if you really want
You can get it if you really want
You can get it if you really want
But you must try, try and try, try and try
You'll succeed at last
You can get it if you really want
You can get it if you really want
You can get it if you really want
But you must try, try and try, try and try
You'll succeed at last

(You can get it if you really want) I know it
(You can get it if you really want) Don't I show it
(You can get it if you really want) Don't give up now
(You can get it if you really want) Keep on trying",1
"Krishna

Your body is my prison, Krishna,
I cannot see beyond it.
Your darkness blinds me,
Your love words shut out the wise world's din.
",0
"Well, when you're sitting there in your silk upholstered chair
Talking to some rich folk that you know
Well, I hope you won't see me in my ragged company
Well, you know I could never be alone

Take me down little Susie, take me down
I know you think you're the queen of the underground

And you can send me dead flowers every morning
Send me dead flowers by the mail
Send me dead flowers to my wedding
And I won't forget to put roses on your grave

Well, when you're sitting back in your rose pink Cadillac
Making bets on Kentucky Derby Day
Ah, I'll be in my basement room with a needle and a spoon
And another girl can take my pain away

Take me down little Susie, take me down
I know you think you're the queen of the underground

And you can send me dead flowers every morning
Send me dead flowers by the mail
Send me dead flowers to my wedding
And I won't forget to put roses on your grave
Hey

Take me down little Susie, take me down
I know you think you're the queen of the underground

And you can send me dead flowers every morning
Send me dead flowers by the U.S. Mail
Say it with dead flowers at my wedding
And I won’t forget to put roses on your grave
No, I won’t forget to put roses on your grave",0
"
THE LAUGHTER THERAPY

(I) 
Every morning the ritual is the same, - 
I say my prayers and take His name; 
As I settle down to read the papers, –
About our politician’s famous ‘blame game’! 
It is then I always hear, loud peals of laughter
from our adjacent park, 
A man dedicated to laughter therapy, 
With his loud guffaw and reverberating bark! 
Trying to resolve this laughing mystery, -
I read several articles about Laughter Therapy! 

(II) 
Amongst all created things and living beings, 
Man alone suffers deeply in his body, mind, 
and soul; 
With peals of laughter he must suppress his tears, 
To balance this life and control! 
Yet during those rare and supreme happy moments
of life, -
Tears are seen to well-up in our eyes! 
Laughter gets mingled with our tears, -
I wonder why? ! 
Perhaps laughter and tears are two sides, 
Of the same coin of our worldly life! 
While our lacrymal glands perform this feat, -
As laughter and tears join hands to make this
life complete! 
(III) 
While hearty, non-ridiculing and connecting
laughter does provide, 
Physiological, psychological and spiritual
benefits - on hindsight! 
Laughter brings a twinkle in our eyes, destroying
our conservative reputation; 
Improving our cardiovascular flexibility, increasing
our spiritual quotient! 
Laughter like internal jogging, gives us an internal
massaging; 
Performed both silently and rapidly beyond imagining! 
Revitalizing those unexplored internal crannies – 
all automatic! 
Far better than all our know antibiotics! 
Laughter a tranquilizer without side effects, 
Releases our pent-up tension relaxing us instead! 

(IV) 
An optimist always laughs to forget, while a pessimist
forgets to laugh, 
My man in the park is perhaps an optimist, 
Who has embraced this therapy as an art! 
Or perhaps that man laughs daily at the frailties of a
meaningless life, 
In this life of absurdities as he adapts himself to 
survive! 
This laughter therapy is a tranquilizer both healthy
and free, 
Perhaps that man in the park is laughing at both you
and me! 
Our life becomes a tragedy for those who only feel! 
But a comedy of laughter, if you pause a while to think! 
So let us try to make others laugh while we try to
control our tears, 
Laughing is a healing process and drives away our
fears! 
Let us make a New Year’s resolution, making laughter
our altruistic mission; 
Coupled with a loving and caring heart all true, -
Let this laughter as a therapy - benefit both me and 
you! 

",1
"Natty Dread will never run away, no no no
Natty Dread will never run away
Marcus Garvey prophesy say, oh yeah
Man a go find him back against the wall, ooh yeah
It a go bitter
When the right time comes, Lord, some a go charge fe treason
A when the right time come, yeah some a go charge fe arson
A when the right time come, Lord, some a go charge fe murder
A when the law man come, some a go run till dem tumble down
A when the Parson come, him a go quote de Scripture
Swallow field a go be in a, the battlefield, yeah yeah
Natty Dread will never run away, no no no
Natty Dread will never run away, no my brethren
Dis ya a prophecy, hold dem Marcus
Dis ya a prophecy, hold dem Marcus
(..)
Swallow field a go be in a, the battlefield, yeah yeah
Natty Dread will never run away, no no no
Natty Dread will never run away, no my brethren
Dis ya a prophecy, oh oh yeah, dis ya prophecy
A when the right time come, yeah, some a go charge fe treason
A when the right time come, some a go charge fe arson
A when the right time come, oh yeah, some a go fe murder
A when the law man come, oh, some a go run till dem tumble down
A when the parson come, yeah, him a go quote de Scripture
Swallow field a go be, yeah, the battlefield
Field, field, oh yeah, yeah
Natty Dread will never run away, no no no
Natty Dread will never run away, oh no no..",0
"Sail Away 

Early in the day it was whispered that we should sail in a boat, 
only thou and I, and never a soul in the world would know of this our 
pilgrimage to no country and to no end. 

In that shoreless ocean, 
at thy silently listening smile my songs would swell in melodies, 
free as waves, free from all bondage of words. 

Is the time not come yet? 
Are there works still to do? 
Lo, the evening has come down upon the shore 
and in the fading light the seabirds come flying to their nests. 

Who knows when the chains will be off, 
and the boat, like the last glimmer of sunset, 
vanish into the night?",1
"Baby's Way 

If baby only wanted to, he could fly up to heaven this moment.
It is not for nothing that he does not leave us.
He loves to rest his head on mother's bosom, and cannot ever
bear to lose sight of her.
Baby know all manner of wise words, though few on earth can
understand their meaning.
It is not for nothing that he never wants to speak.
The one thing he wants is to learn mother's words from
mother's lips. That is why he looks so innocent.
Baby had a heap of gold and pearls, yet he came like a beggar
on to this earth.
It is not for nothing he came in such a disguise.
This dear little naked mendicant pretends to be utterly
helpless, so that he may beg for mother's wealth of love.
Baby was so free from every tie in the land of the tiny
crescent moon.
It was not for nothing he gave up his freedom.
He knows that there is room for endless joy in mother's little
corner of a heart, and it is sweeter far than liberty to be caught
and pressed in her dear arms.
Baby never knew how to cry. He dwelt in the land of perfect
bliss.
It is not for nothing he has chosen to shed tears.
Though with the smile of his dear face he draws mother's
yearning heart to him, yet his little cries over tiny troubles
weave the double bond of pity and love.",1
"Daylight dawns, you wake up and yawn, Mr. Clean
A piece of toast from the one you love most, and you leave
You catch your bus in the 8 o'clock rush
And catch your train in the morning rain
Mr. Clean, Mr. Clean
If you see me in the street, look away
'Cause I don't ever want to catch you looking at me, Mr. Clean
'Cause I hate you and your wife
And if I get the chance I'll fuck up your life
Mr. Clean, Mr. Clean
Is that seen?
Surround yourself with dreams
Of pretty young girls, and anyone you want, but
Please don't forget me or any of my kind
'Cause I'll make you think again
When I stick your face in the grind
Getting pissed at the annual office do
Smart blue suit and you went to Cambridge too
You miss page 3, but The Times is right for you
And mum and dad are very proud of you
Mr. Clean, Mr. Clean
Mr. Clean, Mr. Clean",0
"Don't close the door when you leave
It's cold out
I need to see the air when you breathe
And say out loud
That you'll be home soon
Not to worry
You're gonna hurry back

Has anybody seen my soldier
Standing all alone?
Has anybody seen my soldier
Just tryna get home?

You're not alone when you dream
I'm with you
I hear your heart when it beats
I feel it too
Sleep in peace
Love is tender
Please remember me

Has anybody seen my soldier
Standing all alone?
Has anybody seen my soldier
Just tryna get home?

Where did you go, my love? (I need to know)
I need to know you're safe (So many miles)
So many miles between us
I need to see your face

Has anybody seen my soldier
Standing all alone?
Has anybody seen my soldier?
Oh, has anybody seen my soldier
Standing all alone?
Has anybody seen my soldier
Just tryna get home?
Just tryna get home",0
"Take These Thoughts With You On Your Journey To Your Dreams 


Don't ever forget that you are unique. Be your best self and not an imitation of someone else. 

Find your strength and use them in a positive way. Don't listen to those who ridicule the choices you make. 

Travel the road that you have chosen and don't look back with regret. You have to take chances to make your dreams happen. 

Remember that there is plenty of time to travel another road - and still another - in your journey through life. 

Take the time to find the route that is right for you. You will learn something valuable from every trip you take, so don't be afraid to make mistakes. 

Tell yourself that you're okay just the way you are. Make friends who respect your true self. 

Take the time to be alone, too, so you can know just how terrific your own company can be. 

Remember that being alone doesn't always mean being lonely; it can be a beautiful experience of finding your creativity, your heartfelt feelings, and the calm and quiet peace deep inside you. 

Don't ever forget that you are special and you have within you the ability to make your dreams come true. 


",1
"You're the only power (power)
You're the only power that can
You're the only power (power)
You're the only power that can
Ohh, ohh, ohh, father...
If young Metro don't trust you I'm gon' shoot you

Beautiful mornin', you're the sun in my mornin', babe
Who can I turn to?
Nothin' unwanted
After all, who can I turn to?
Beautiful mornin', you're the sun in my mornin', babe
If I don't turn to you
Nothin' unwanted
No other help I know, I stretch my hands

I just wanna feel liberated, I-I, na-na-na
Who can I turn to?
I just wanna feel liberated, I-I, na-na-na
After all, who can I turn to?
If I ever instigated, I am sorry
If I don't turn to you
Tell me who in here could relate, I-I-I
No other help I know, I stretch my hands

Now, if I fuck this model
And she just bleached her asshole
And I get bleach on my T-shirt
I'ma feel like an asshole
I was high when I met her
We was down in Tribeca
She'll get under your skin if you let her
She'll get under your skin if you-uh
I don't even wanna talk about it
I don't even wanna talk about it
I don't even wanna say nothin'
Everybody gon' say somethin'
I'd be worried if they said nothin'
Remind me where I know you from
She lookin' like she owe you some'n
You know just what we want
I wanna wake up with you in my...
I wanna wake up with you in my...

Beautiful mornin', you're the sun in my mornin', babe
Who can I turn to?
Beautiful mornin'
Nothin' unwanted
After all, who can I turn to?
Beautiful mornin', you're the sun in my mornin', babe
If I don't turn to you
Nothin' unwanted
No other help I know, I stretch my hands

I just wanna feel liberated, I-I, na-na-na
Who can I turn to?
I just wanna feel liberated, I-I, na-na-na
After all, who can I turn to?
If I ever instigated, I am sorry
If I don't turn to you
Tell me who in here could relate, I-I-I
No other help I know, I stretch my hands",1
"Sympathy 

If I were only a little puppy, not your baby, mother dear, would
you say ""No"" to me if I tried to eat from your dish?
Would you drive me off, saying to me, ""Get away, you naughty
little puppy?""
Then go, mother, go! I will never come to you when you call
me, and never let you feed me any more.
If I were only a little green parrot, and not your baby,
mother dear, would you keep me chained lest I should fly away?
Would you shake your finger at me and say, ""What an ungrateful
wretch of a bird! It is gnawing at its chain day and night?""
The go, mother, go! I will run away into the woods; I will
never let you take me in your arms again.",0
"Yeah

Yeah, I'm out that Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere
I used to cop in Harlem – hola, my Dominicanos
Right there up on Broadway, brought me back to that McDonald's
Took it to my stash spot, 560 State Street
Catch me in the kitchen, like a Simmons whippin' pastry
Cruisin' down 8th street, off-white Lexus
Drivin' so slow, but BK is from Texas
Me? I'm out that Bed-Stuy, home of that boy Biggie
Now I live on Billboard and I brought my boys with me
Say what up to Ty Ty, still sippin' Mai Tais
Sittin' courtside, Knicks and Nets give me high fives
Nigga, I be spiked out, I could trip a referee
Tell by my attitude that I'm most definitely from…

In New York (ayy, aha) (uh, yeah)
Concrete jungle (yeah) where dreams are made of
There's nothin' you can't do (yeah) (okay)
Now you're in New York (aha, aha, aha) (uh, yeah)
These streets will make you feel brand-new (new)
Big lights will inspire you (come on) (okay)
Let's hear it for New York (You're welcome, OG) (come on)
New York (yeah), New York (uh) (I made you hot, nigga)

Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed Blue, but I ain't a Crip, though
But I got a gang of niggas walkin' with my clique though
Welcome to the meltin' pot, corners where we sellin' rocks
Afrika Bambaataa shit, home of the hip-hop
Yellow cab, gypsy cab, dollar cab, holla back
For foreigners it ain't fair, they act like they forgot how to add
Eight million stories out there in the naked
City, it's a pity half of y'all won't make it
Me? I gotta plug Special Ed ""I Got It Made""
If Jeezy's payin' LeBron, I'm payin' Dwyane Wade
Three dice Cee Lo, three card Monte
Labor Day Parade – rest in peace, Bob Marley
Statue of Liberty, long live the World Trade
Long live the king, yo – I'm from the Empire State, that's…

In New York (ayy) (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (That boy good) (okay)
Now you're in New York (uh, yeah)
(Welcome to the bright light, baby)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)

Lights is blinding, girls need blinders
So they can step out of bounds quick, the side lines is
Lined with casualties who sip the life casually
Then gradually become worse – don't bite the apple, Eve!
Caught up in the in-crowd, now you're in-style
And when winter gets cold, en vogue with your skin out
The city of sin is a pity on a whim
Good girls gone bad, the city's filled with them
Mami took a bus trip, now she got her bust out
Everybody ride her, just like a bus route
""Hail Mary"" to the city, you're a virgin
And Jesus can't save you, life starts when the church ends
Came here for school, graduated to the high life
Ball players, rap stars, addicted to the limelight
MDMA got you feelin' like a champion
The city never sleeps, better slip you a Ambien

In New York (ayy, ah) (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)

One hand in the air for the big city
Street lights, big dreams, all lookin' pretty
No place in the world that could compare
Put your lighters in the air, everybody say, ""Yeah"" (come on)
(Come on) Yeah (come on)

In New York (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)",1
"Baby, I've been drifting away
Dreaming all day
Of holding you
Touching you
The only thing I wanna do
Is be with you
As close to you
As I can be

Let's make love
All night long
Until all our strength is gone
Hold on tight
Just let go
I wanna feel you in my soul
Until the sun comes up
Let's make love
Oh, baby

Do you know what you do to me?
Everything inside of me
Is wanting you
And needing you
I'm so in love with you
Look in my eyes
Let's get lost tonight
In each other

Let's make love
All night long
Until all our strength is gone
Hold on tight
Just let go
I wanna feel you in my soul
Until the sun comes up
Let's make love
Oh, baby


Let's make love
All night long
Until all our strength is gone
Hold on tight
Just let go
I wanna feel you in my soul
Until the sun comes up
Oh, until the sun comes up
Let's make love
Oh, baby

Oh baby, let's make love
All night long
All night long
Let's make love",1
